freq,psd_x,psd_y,psd_z,psd_xyz
107.4,5.110e+04,1.641e+05,2.818e+05,4.970e+05
108.9,2.670e+04,1.451e+05,2.812e+05,4.531e+05
110.5,2.687e+04,1.756e+05,2.990e+05,5.015e+05
112.0,3.066e+04,2.204e+05,3.139e+05,5.649e+05
113.5,2.466e+04,2.700e+05,3.325e+05,6.271e+05
115.1,2.771e+04,2.999e+05,3.327e+05,6.603e+05
116.6,3.736e+04,3.446e+05,3.464e+05,7.284e+05
118.1,3.963e+04,3.852e+05,3.312e+05,7.560e+05
119.7,3.939e+04,4.093e+05,3.180e+05,7.667e+05
121.2,5.581e+04,4.483e+05,3.435e+05,8.476e+05
122.7,9.061e+04,4.408e+05,3.611e+05,8.925e+05
124.3,1.234e+05,4.314e+05,3.822e+05,9.371e+05
125.8,1.428e+05,4.167e+05,3.870e+05,9.466e+05
127.3,1.566e+05,3.855e+05,3.873e+05,9.293e+05
128.9,1.879e+05,3.510e+05,4.341e+05,9.731e+05
130.4,2.398e+05,2.961e+05,5.074e+05,1.043e+06
131.9,2.649e+05,2.006e+05,5.119e+05,9.773e+05
133.5,1.057e+05,6.413e+04,1.980e+05,3.678e+05
135.0,2.446e+04,1.571e+04,4.800e+04,8.817e+04
136.5,2.556e+04,1.290e+04,4.970e+04,8.816e+04
138.1,3.073e+04,1.371e+04,5.851e+04,1.029e+05
139.6,3.699e+04,1.635e+04,6.772e+04,1.211e+05
141.1,4.320e+04,1.994e+04,7.629e+04,1.394e+05
142.7,4.987e+04,2.510e+04,8.761e+04,1.626e+05
144.2,5.760e+04,3.093e+04,9.969e+04,1.882e+05
145.7,6.848e+04,3.749e+04,1.135e+05,2.195e+05
147.3,8.142e+04,4.466e+04,1.273e+05,2.534e+05
148.8,8.660e+04,4.889e+04,1.328e+05,2.682e+05
150.3,9.548e+04,5.379e+04,1.444e+05,2.937e+05
151.9,1.056e+05,5.857e+04,1.575e+05,3.216e+05
153.4,1.143e+05,6.113e+04,1.648e+05,3.402e+05
154.9,1.211e+05,6.329e+04,1.707e+05,3.551e+05
156.5,1.211e+05,6.327e+04,1.705e+05,3.549e+05
158.0,1.148e+05,5.912e+04,1.607e+05,3.346e+05
159.5,1.024e+05,5.350e+04,1.433e+05,2.993e+05
161.1,8.544e+04,4.545e+04,1.190e+05,2.499e+05
162.6,7.361e+04,3.796e+04,1.008e+05,2.123e+05
164.1,6.205e+04,3.178e+04,8.768e+04,1.815e+05
165.7,4.856e+04,2.445e+04,7.089e+04,1.439e+05
167.2,3.855e+04,1.925e+04,5.838e+04,1.162e+05
168.8,2.990e+04,1.517e+04,4.876e+04,9.383e+04
170.3,2.376e+04,1.218e+04,4.216e+04,7.810e+04
171.8,1.893e+04,9.917e+03,3.641e+04,6.525e+04
173.4,1.513e+04,8.385e+03,3.172e+04,5.523e+04
174.9,1.280e+04,7.758e+03,2.847e+04,4.903e+04
176.4,1.196e+04,7.841e+03,2.663e+04,4.643e+04
178.0,1.246e+04,8.213e+03,2.550e+04,4.617e+04
179.5,1.297e+04,8.675e+03,2.426e+04,4.590e+04
181.0,1.367e+04,8.983e+03,2.308e+04,4.573e+04
182.6,1.439e+04,9.300e+03,2.181e+04,4.550e+04
184.1,1.517e+04,9.510e+03,2.086e+04,4.553e+04
185.6,1.596e+04,9.741e+03,2.013e+04,4.583e+04
187.2,1.694e+04,1.003e+04,1.963e+04,4.660e+04
188.7,1.817e+04,1.036e+04,1.873e+04,4.726e+04
190.2,1.938e+04,1.067e+04,1.764e+04,4.768e+04
191.8,2.017e+04,1.086e+04,1.668e+04,4.771e+04
193.3,2.084e+04,1.066e+04,1.578e+04,4.728e+04
194.8,2.160e+04,1.038e+04,1.479e+04,4.677e+04
196.4,2.250e+04,1.012e+04,1.387e+04,4.649e+04
197.9,2.416e+04,1.019e+04,1.300e+04,4.736e+04
199.4,2.593e+04,1.063e+04,1.217e+04,4.873e+04
