freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.269e+01,5.793e+01,1.005e+03,1.076e+03
1.5,2.056e+01,4.945e+01,5.769e+02,6.469e+02
2.9,2.032e+01,2.205e+01,3.869e+01,8.107e+01
4.4,2.082e+01,2.180e+01,2.181e+02,2.607e+02
5.8,2.068e+01,2.165e+01,1.016e+03,1.058e+03
7.3,2.493e+01,2.178e+01,1.850e+03,1.897e+03
8.7,2.850e+01,2.078e+01,2.823e+03,2.872e+03
10.2,3.285e+01,2.432e+01,4.139e+03,4.196e+03
11.6,2.819e+01,2.628e+01,6.033e+03,6.087e+03
13.1,2.231e+01,2.537e+01,6.658e+03,6.705e+03
14.5,2.469e+01,2.860e+01,7.426e+03,7.479e+03
16.0,2.566e+01,3.517e+01,1.029e+04,1.035e+04
17.5,2.550e+01,4.964e+01,1.447e+04,1.454e+04
18.9,2.750e+01,6.706e+01,1.921e+04,1.931e+04
20.4,2.610e+01,1.045e+02,2.086e+04,2.099e+04
21.8,2.709e+01,8.997e+01,2.263e+04,2.275e+04
23.3,3.456e+01,6.853e+01,2.893e+04,2.903e+04
24.7,5.075e+01,8.136e+01,3.824e+04,3.837e+04
26.2,1.004e+02,9.214e+01,4.925e+04,4.944e+04
27.6,1.625e+02,1.747e+02,6.317e+04,6.351e+04
29.1,1.748e+02,3.884e+02,8.251e+04,8.307e+04
30.5,1.613e+02,6.346e+02,1.107e+05,1.115e+05
32.0,1.368e+02,9.969e+02,1.614e+05,1.625e+05
33.4,1.506e+02,1.791e+03,2.534e+05,2.553e+05
34.9,3.589e+02,3.906e+03,4.307e+05,4.350e+05
36.4,1.409e+03,9.773e+03,9.128e+05,9.240e+05
37.8,5.856e+03,3.157e+04,2.631e+06,2.668e+06
39.3,1.139e+04,6.219e+04,4.609e+06,4.683e+06
40.7,1.143e+04,6.564e+04,4.202e+06,4.280e+06
42.2,8.652e+03,5.409e+04,2.987e+06,3.050e+06
43.6,6.077e+03,4.199e+04,2.066e+06,2.114e+06
45.1,3.557e+03,3.390e+04,1.504e+06,1.541e+06
46.5,2.405e+03,2.911e+04,1.190e+06,1.222e+06
48.0,3.808e+03,2.318e+04,9.912e+05,1.018e+06
49.4,3.397e+03,1.554e+04,8.064e+05,8.253e+05
50.9,3.275e+03,9.337e+03,5.716e+05,5.842e+05
52.4,3.313e+03,5.731e+03,3.509e+05,3.600e+05
53.8,3.562e+03,4.006e+03,1.938e+05,2.014e+05
55.3,2.983e+03,3.864e+03,1.077e+05,1.146e+05
56.7,2.015e+03,5.241e+03,6.818e+04,7.543e+04
58.2,1.609e+03,7.750e+03,4.864e+04,5.800e+04
59.6,1.313e+03,1.158e+04,4.082e+04,5.371e+04
61.1,7.544e+02,1.709e+04,4.539e+04,6.323e+04
62.5,4.975e+02,2.406e+04,6.567e+04,9.023e+04
64.0,1.040e+03,2.557e+04,7.880e+04,1.054e+05
65.4,1.634e+03,1.752e+04,6.132e+04,8.047e+04
66.9,1.886e+03,8.817e+03,3.789e+04,4.859e+04
68.4,1.917e+03,4.593e+03,2.500e+04,3.151e+04
69.8,1.989e+03,3.376e+03,2.029e+04,2.565e+04
71.3,2.186e+03,3.553e+03,2.048e+04,2.622e+04
