freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.095e+02,9.287e+00,6.052e+02,7.240e+02
1.4,8.776e+01,2.624e+01,4.111e+02,5.251e+02
2.9,3.195e+01,2.588e+01,6.604e+01,1.239e+02
4.3,2.979e+01,2.641e+01,2.304e+02,2.866e+02
5.7,3.130e+01,3.062e+01,9.942e+02,1.056e+03
7.1,3.269e+01,3.409e+01,1.644e+03,1.711e+03
8.6,3.457e+01,3.470e+01,2.502e+03,2.571e+03
10.0,3.645e+01,3.769e+01,3.476e+03,3.550e+03
11.4,3.409e+01,3.124e+01,4.184e+03,4.249e+03
12.8,3.253e+01,3.612e+01,4.771e+03,4.840e+03
14.3,3.344e+01,4.513e+01,5.887e+03,5.966e+03
15.7,3.378e+01,4.622e+01,7.629e+03,7.709e+03
17.1,3.641e+01,4.011e+01,9.840e+03,9.917e+03
18.6,4.303e+01,4.944e+01,1.271e+04,1.281e+04
20.0,5.477e+01,5.440e+01,1.577e+04,1.588e+04
21.4,6.758e+01,6.763e+01,1.887e+04,1.901e+04
22.8,7.946e+01,8.907e+01,2.141e+04,2.157e+04
24.3,8.105e+01,8.649e+01,2.436e+04,2.452e+04
25.7,9.815e+01,7.855e+01,2.862e+04,2.880e+04
27.1,1.202e+02,1.011e+02,3.464e+04,3.486e+04
28.5,1.250e+02,1.360e+02,4.177e+04,4.203e+04
30.0,1.643e+02,1.570e+02,4.939e+04,4.971e+04
31.4,2.431e+02,1.903e+02,5.798e+04,5.841e+04
32.8,2.661e+02,2.339e+02,6.781e+04,6.831e+04
34.3,2.500e+02,2.914e+02,7.959e+04,8.013e+04
35.7,3.048e+02,3.827e+02,9.580e+04,9.649e+04
37.1,4.904e+02,5.193e+02,1.184e+05,1.194e+05
38.5,8.398e+02,6.926e+02,1.476e+05,1.491e+05
40.0,1.237e+03,7.034e+02,1.735e+05,1.754e+05
41.4,1.549e+03,5.776e+02,1.934e+05,1.955e+05
42.8,2.058e+03,1.030e+03,2.369e+05,2.400e+05
44.2,3.005e+03,2.399e+03,3.213e+05,3.267e+05
45.7,4.864e+03,5.434e+03,4.651e+05,4.754e+05
47.1,1.041e+04,8.723e+03,7.429e+05,7.621e+05
48.5,2.698e+04,8.472e+03,1.342e+06,1.378e+06
50.0,5.455e+04,7.476e+03,2.125e+06,2.187e+06
51.4,7.309e+04,6.726e+03,2.376e+06,2.456e+06
52.8,7.601e+04,5.509e+03,2.074e+06,2.156e+06
54.2,7.622e+04,4.774e+03,1.758e+06,1.839e+06
55.7,8.468e+04,4.134e+03,1.576e+06,1.665e+06
57.1,1.191e+05,3.201e+03,1.593e+06,1.716e+06
58.5,1.865e+05,1.921e+03,1.675e+06,1.863e+06
59.9,2.384e+05,1.040e+03,1.591e+06,1.831e+06
61.4,2.363e+05,1.425e+03,1.406e+06,1.643e+06
62.8,2.298e+05,2.008e+03,1.224e+06,1.455e+06
64.2,2.452e+05,1.931e+03,1.052e+06,1.299e+06
65.6,2.782e+05,1.116e+03,9.035e+05,1.183e+06
67.1,3.384e+05,5.779e+02,7.956e+05,1.135e+06
68.5,4.060e+05,6.062e+02,6.753e+05,1.082e+06
