freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.547e+02,1.386e+01,2.939e+01,2.979e+02
1.5,1.556e+02,2.378e+01,4.251e+01,2.219e+02
2.9,2.413e+01,2.127e+01,3.430e+01,7.970e+01
4.4,2.223e+02,2.111e+01,3.540e+01,2.788e+02
5.8,1.059e+03,1.972e+01,3.631e+01,1.115e+03
7.3,1.784e+03,1.909e+01,3.857e+01,1.841e+03
8.7,2.488e+03,2.067e+01,3.798e+01,2.547e+03
10.2,3.491e+03,2.226e+01,3.929e+01,3.553e+03
11.6,4.563e+03,2.095e+01,4.458e+01,4.629e+03
13.1,5.948e+03,2.130e+01,4.520e+01,6.015e+03
14.5,7.008e+03,2.267e+01,4.289e+01,7.074e+03
16.0,8.033e+03,2.121e+01,4.444e+01,8.099e+03
17.5,1.010e+04,2.269e+01,4.569e+01,1.017e+04
18.9,1.228e+04,2.897e+01,4.636e+01,1.236e+04
20.4,1.494e+04,3.348e+01,7.901e+01,1.506e+04
21.8,1.836e+04,3.479e+01,1.235e+02,1.852e+04
23.3,2.204e+04,3.933e+01,1.297e+02,2.221e+04
24.7,2.575e+04,4.499e+01,1.070e+02,2.591e+04
26.2,3.041e+04,4.786e+01,1.339e+02,3.059e+04
27.6,3.599e+04,4.358e+01,1.587e+02,3.619e+04
29.1,4.308e+04,4.785e+01,2.087e+02,4.334e+04
30.5,5.101e+04,4.451e+01,2.594e+02,5.131e+04
32.0,5.969e+04,3.267e+01,2.951e+02,6.002e+04
33.4,7.046e+04,2.742e+01,3.588e+02,7.085e+04
34.9,8.543e+04,6.024e+01,4.774e+02,8.597e+04
36.4,1.038e+05,1.457e+02,6.310e+02,1.046e+05
37.8,1.285e+05,2.260e+02,9.231e+02,1.296e+05
39.3,1.616e+05,3.467e+02,1.682e+03,1.636e+05
40.7,2.102e+05,7.053e+02,3.557e+03,2.145e+05
42.2,2.843e+05,1.434e+03,7.365e+03,2.931e+05
43.6,3.790e+05,2.717e+03,1.549e+04,3.973e+05
45.1,4.952e+05,5.341e+03,3.001e+04,5.306e+05
46.5,6.505e+05,1.029e+04,5.028e+04,7.110e+05
48.0,6.869e+05,1.451e+04,5.980e+04,7.612e+05
49.4,6.033e+05,1.549e+04,4.922e+04,6.680e+05
50.9,4.806e+05,1.471e+04,3.605e+04,5.314e+05
52.4,3.318e+05,1.258e+04,2.661e+04,3.710e+05
53.8,2.076e+05,1.002e+04,1.869e+04,2.363e+05
55.3,1.182e+05,7.555e+03,1.198e+04,1.377e+05
56.7,6.553e+04,5.443e+03,8.635e+03,7.961e+04
58.2,5.004e+04,3.998e+03,9.132e+03,6.317e+04
59.6,5.411e+04,3.263e+03,1.234e+04,6.972e+04
61.1,4.818e+04,2.933e+03,1.325e+04,6.437e+04
62.5,3.540e+04,3.243e+03,1.268e+04,5.132e+04
64.0,2.518e+04,4.471e+03,1.369e+04,4.334e+04
65.4,1.826e+04,5.551e+03,1.496e+04,3.877e+04
66.9,1.221e+04,5.411e+03,1.444e+04,3.207e+04
68.3,7.622e+03,4.655e+03,1.272e+04,2.499e+04
69.8,4.548e+03,4.037e+03,1.135e+04,1.994e+04
71.3,2.709e+03,3.660e+03,1.082e+04,1.719e+04
72.7,1.536e+03,3.488e+03,1.073e+04,1.575e+04
74.2,8.118e+02,3.194e+03,1.033e+04,1.433e+04
75.6,6.412e+02,2.717e+03,9.830e+03,1.319e+04
77.1,1.142e+03,2.407e+03,9.784e+03,1.333e+04
78.5,2.111e+03,2.258e+03,9.636e+03,1.401e+04
80.0,3.897e+03,2.274e+03,9.770e+03,1.594e+04
81.4,7.615e+03,2.623e+03,1.114e+04,2.137e+04
82.9,1.826e+04,4.144e+03,1.608e+04,3.849e+04
84.3,7.566e+04,9.658e+03,3.640e+04,1.217e+05
85.8,1.997e+05,1.511e+04,6.451e+04,2.794e+05
87.3,3.409e+05,1.703e+04,8.046e+04,4.384e+05
88.7,5.141e+05,1.654e+04,8.745e+04,6.181e+05
90.2,6.278e+05,1.484e+04,8.269e+04,7.253e+05
91.6,5.986e+05,1.231e+04,7.201e+04,6.829e+05
93.1,5.575e+05,9.441e+03,6.313e+04,6.300e+05
94.5,4.918e+05,8.304e+03,5.372e+04,5.538e+05
96.0,4.463e+05,8.173e+03,4.821e+04,5.027e+05
97.4,4.438e+05,6.801e+03,4.567e+04,4.962e+05
98.9,4.203e+05,4.483e+03,3.851e+04,4.633e+05
100.3,3.905e+05,3.627e+03,3.082e+04,4.250e+05
101.8,3.422e+05,4.839e+03,2.292e+04,3.700e+05
103.2,2.914e+05,6.930e+03,1.968e+04,3.180e+05
104.7,2.519e+05,6.519e+03,1.806e+04,2.765e+05
106.2,2.087e+05,4.757e+03,1.377e+04,2.272e+05
107.6,1.581e+05,4.672e+03,9.136e+03,1.719e+05
109.1,1.135e+05,5.532e+03,5.821e+03,1.248e+05
110.5,8.958e+04,7.163e+03,4.696e+03,1.014e+05
112.0,7.093e+04,8.674e+03,4.398e+03,8.400e+04
113.4,5.424e+04,9.278e+03,4.217e+03,6.774e+04
114.9,4.540e+04,9.717e+03,4.302e+03,5.941e+04
116.3,3.847e+04,9.189e+03,4.142e+03,5.180e+04
117.8,2.717e+04,6.349e+03,2.914e+03,3.643e+04
119.2,1.769e+04,3.915e+03,1.791e+03,2.340e+04
120.7,1.553e+04,3.634e+03,1.521e+03,2.069e+04
122.2,1.420e+04,3.406e+03,1.316e+03,1.892e+04
123.6,1.213e+04,3.169e+03,1.062e+03,1.636e+04
125.1,1.019e+04,2.774e+03,8.327e+02,1.380e+04
126.5,8.011e+03,2.320e+03,6.724e+02,1.100e+04
128.0,6.481e+03,2.090e+03,6.564e+02,9.227e+03
129.4,5.806e+03,2.104e+03,7.109e+02,8.621e+03
130.9,5.879e+03,2.675e+03,9.051e+02,9.460e+03
132.3,5.095e+03,4.264e+03,1.341e+03,1.070e+04
133.8,3.736e+03,7.299e+03,2.058e+03,1.309e+04
135.2,2.635e+03,1.064e+04,3.223e+03,1.649e+04
136.7,2.412e+03,1.324e+04,4.320e+03,1.998e+04
138.1,4.323e+03,1.530e+04,5.226e+03,2.485e+04
139.6,5.839e+03,1.822e+04,6.627e+03,3.069e+04
141.1,5.708e+03,2.227e+04,8.270e+03,3.625e+04
142.5,5.381e+03,2.393e+04,8.564e+03,3.787e+04
144.0,4.454e+03,2.149e+04,7.165e+03,3.310e+04
145.4,4.203e+03,2.000e+04,6.363e+03,3.057e+04
146.9,4.004e+03,2.245e+04,6.935e+03,3.339e+04
148.3,2.860e+03,2.225e+04,6.223e+03,3.134e+04
149.8,2.371e+03,2.129e+04,5.507e+03,2.917e+04
151.2,2.149e+03,1.999e+04,5.120e+03,2.726e+04
152.7,2.551e+03,2.128e+04,5.338e+03,2.917e+04
154.1,2.923e+03,2.211e+04,5.626e+03,3.066e+04
155.6,3.364e+03,2.175e+04,5.638e+03,3.075e+04
157.1,3.781e+03,2.085e+04,5.346e+03,2.997e+04
158.5,4.323e+03,2.114e+04,5.302e+03,3.077e+04
160.0,5.118e+03,2.233e+04,5.365e+03,3.281e+04
161.4,5.609e+03,2.308e+04,5.342e+03,3.403e+04
162.9,5.482e+03,2.300e+04,5.204e+03,3.369e+04
164.3,4.673e+03,2.166e+04,4.681e+03,3.102e+04
165.8,3.738e+03,1.944e+04,3.978e+03,2.715e+04
167.2,3.073e+03,1.571e+04,3.101e+03,2.189e+04
168.7,2.944e+03,1.119e+04,2.260e+03,1.639e+04
170.1,3.163e+03,8.438e+03,1.688e+03,1.329e+04
171.6,3.313e+03,6.869e+03,1.266e+03,1.145e+04
173.0,2.855e+03,5.026e+03,8.831e+02,8.764e+03
174.5,3.021e+03,4.190e+03,7.045e+02,7.916e+03
176.0,3.336e+03,3.684e+03,5.985e+02,7.618e+03
177.4,4.194e+03,3.612e+03,6.066e+02,8.412e+03
178.9,4.896e+03,3.319e+03,6.643e+02,8.879e+03
180.3,5.060e+03,2.893e+03,6.688e+02,8.621e+03
181.8,4.177e+03,2.289e+03,5.768e+02,7.043e+03
183.2,3.616e+03,1.724e+03,5.087e+02,5.848e+03
184.7,3.551e+03,1.455e+03,5.239e+02,5.530e+03
186.1,2.857e+03,1.100e+03,5.043e+02,4.462e+03
187.6,2.590e+03,8.565e+02,5.026e+02,3.949e+03
189.0,2.543e+03,6.584e+02,4.925e+02,3.694e+03
190.5,2.529e+03,5.062e+02,4.697e+02,3.505e+03
192.0,2.279e+03,3.833e+02,4.818e+02,3.144e+03
193.4,2.303e+03,3.137e+02,5.158e+02,3.132e+03
194.9,2.160e+03,2.326e+02,4.794e+02,2.872e+03
196.3,1.988e+03,1.976e+02,4.684e+02,2.654e+03
197.8,1.999e+03,1.682e+02,4.919e+02,2.659e+03
199.2,1.863e+03,1.426e+02,5.145e+02,2.520e+03
