freq,psd_x,psd_y,psd_z,psd_xyz
138.0,5.265e+02,4.713e+03,2.635e+04,3.159e+04
139.4,3.419e+02,6.611e+03,3.253e+04,3.948e+04
140.9,2.087e+02,8.306e+03,3.678e+04,4.530e+04
142.3,1.312e+02,9.781e+03,4.095e+04,5.086e+04
143.7,8.891e+01,1.116e+04,4.491e+04,5.615e+04
145.1,9.042e+01,1.281e+04,4.914e+04,6.204e+04
146.5,1.728e+02,1.538e+04,5.333e+04,6.889e+04
148.0,4.473e+02,1.921e+04,5.584e+04,7.550e+04
149.4,1.033e+03,2.284e+04,5.064e+04,7.451e+04
150.8,1.778e+03,2.504e+04,3.766e+04,6.449e+04
152.2,1.687e+03,2.294e+04,2.996e+04,5.458e+04
153.7,1.684e+03,2.209e+04,2.744e+04,5.122e+04
155.1,2.035e+03,2.058e+04,2.048e+04,4.309e+04
156.5,2.281e+03,1.680e+04,1.440e+04,3.348e+04
157.9,2.234e+03,1.307e+04,1.263e+04,2.794e+04
159.4,2.004e+03,1.021e+04,1.091e+04,2.313e+04
160.8,1.995e+03,8.060e+03,9.875e+03,1.993e+04
162.2,2.044e+03,6.988e+03,9.979e+03,1.901e+04
163.6,2.028e+03,5.962e+03,9.506e+03,1.750e+04
165.0,2.079e+03,6.051e+03,1.052e+04,1.865e+04
166.5,5.351e+03,2.785e+04,2.562e+04,5.882e+04
167.9,6.712e+03,3.578e+04,2.939e+04,7.188e+04
169.3,2.150e+03,6.223e+03,1.080e+04,1.917e+04
170.7,1.665e+03,3.217e+03,8.941e+03,1.382e+04
172.2,1.463e+03,2.756e+03,8.127e+03,1.235e+04
173.6,1.195e+03,2.226e+03,7.446e+03,1.087e+04
175.0,9.626e+02,1.810e+03,6.653e+03,9.426e+03
176.4,8.035e+02,1.562e+03,5.692e+03,8.058e+03
177.8,6.752e+02,1.426e+03,5.015e+03,7.116e+03
179.3,5.482e+02,1.282e+03,4.596e+03,6.427e+03
180.7,5.025e+02,1.098e+03,4.131e+03,5.731e+03
182.1,5.593e+02,1.087e+03,3.671e+03,5.318e+03
183.5,7.731e+02,1.173e+03,3.672e+03,5.617e+03
185.0,1.200e+03,1.373e+03,3.879e+03,6.452e+03
186.4,1.215e+03,1.532e+03,3.799e+03,6.545e+03
187.8,1.361e+03,1.812e+03,3.892e+03,7.065e+03
189.2,1.342e+03,1.785e+03,4.059e+03,7.187e+03
190.7,1.734e+03,1.892e+03,4.181e+03,7.807e+03
192.1,2.695e+03,2.332e+03,4.555e+03,9.582e+03
193.5,8.600e+03,8.204e+03,1.464e+04,3.144e+04
194.9,2.316e+04,2.434e+04,4.282e+04,9.033e+04
196.3,7.092e+03,7.412e+03,1.408e+04,2.858e+04
197.8,1.211e+03,1.865e+03,4.575e+03,7.651e+03
199.2,1.333e+03,2.025e+03,5.012e+03,8.370e+03
