freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.345e+00,5.643e+01,8.950e+02,9.608e+02
1.4,1.890e+01,4.875e+01,5.254e+02,5.931e+02
2.8,2.045e+01,2.333e+01,3.318e+01,7.696e+01
4.3,2.205e+01,2.230e+01,1.997e+02,2.440e+02
5.7,2.176e+01,2.287e+01,1.082e+03,1.126e+03
7.1,2.671e+01,2.738e+01,1.873e+03,1.927e+03
8.5,2.790e+01,2.573e+01,2.439e+03,2.493e+03
9.9,2.289e+01,2.304e+01,3.494e+03,3.540e+03
11.4,2.202e+01,2.498e+01,5.111e+03,5.158e+03
12.8,2.234e+01,2.862e+01,7.384e+03,7.435e+03
14.2,2.649e+01,3.335e+01,1.000e+04,1.006e+04
15.6,3.604e+01,4.007e+01,1.058e+04,1.065e+04
17.0,3.952e+01,4.517e+01,1.046e+04,1.054e+04
18.4,3.503e+01,5.790e+01,1.201e+04,1.210e+04
19.9,3.413e+01,8.356e+01,1.562e+04,1.574e+04
21.3,3.692e+01,1.084e+02,2.043e+04,2.058e+04
22.7,3.489e+01,1.146e+02,2.628e+04,2.643e+04
24.1,3.230e+01,1.236e+02,3.367e+04,3.382e+04
25.5,4.143e+01,1.657e+02,4.411e+04,4.432e+04
27.0,6.424e+01,2.414e+02,5.804e+04,5.835e+04
28.4,9.559e+01,3.821e+02,7.723e+04,7.771e+04
29.8,1.362e+02,6.845e+02,1.054e+05,1.062e+05
31.2,1.951e+02,1.089e+03,1.387e+05,1.400e+05
32.6,2.255e+02,1.519e+03,1.737e+05,1.754e+05
34.1,2.960e+02,2.253e+03,2.354e+05,2.379e+05
35.5,3.977e+02,3.729e+03,3.509e+05,3.550e+05
36.9,6.310e+02,7.538e+03,5.950e+05,6.031e+05
38.3,2.172e+03,2.181e+04,1.493e+06,1.517e+06
39.7,6.750e+03,4.595e+04,2.952e+06,3.005e+06
41.1,9.497e+03,5.306e+04,3.094e+06,3.157e+06
42.6,8.851e+03,4.879e+04,2.422e+06,2.479e+06
44.0,8.466e+03,4.572e+04,1.834e+06,1.888e+06
45.4,7.340e+03,4.537e+04,1.449e+06,1.502e+06
