freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.557e+02,2.683e+01,4.802e+02,6.627e+02
1.4,1.048e+02,3.788e+01,2.984e+02,4.411e+02
2.8,2.470e+01,2.734e+01,4.787e+01,9.992e+01
4.2,2.645e+01,2.801e+01,1.833e+02,2.378e+02
5.6,4.545e+01,2.853e+01,9.364e+02,1.010e+03
7.0,6.412e+01,3.497e+01,1.561e+03,1.660e+03
8.4,8.583e+01,3.984e+01,2.302e+03,2.427e+03
9.8,1.136e+02,4.987e+01,3.219e+03,3.382e+03
11.2,1.430e+02,4.846e+01,4.111e+03,4.303e+03
12.6,1.530e+02,5.521e+01,4.761e+03,4.970e+03
14.0,1.913e+02,8.351e+01,5.848e+03,6.123e+03
15.4,2.525e+02,1.041e+02,7.563e+03,7.920e+03
16.8,3.255e+02,1.138e+02,9.683e+03,1.012e+04
18.2,4.421e+02,1.283e+02,1.224e+04,1.281e+04
19.6,5.993e+02,1.795e+02,1.509e+04,1.587e+04
21.0,7.602e+02,2.353e+02,1.835e+04,1.935e+04
22.4,9.408e+02,3.093e+02,2.173e+04,2.298e+04
23.8,1.064e+03,3.553e+02,2.482e+04,2.624e+04
25.2,1.283e+03,4.684e+02,2.984e+04,3.159e+04
26.6,1.654e+03,6.533e+02,3.596e+04,3.826e+04
28.0,2.006e+03,9.435e+02,4.251e+04,4.546e+04
29.4,2.555e+03,1.326e+03,5.091e+04,5.479e+04
30.7,3.454e+03,1.902e+03,6.122e+04,6.657e+04
32.1,4.617e+03,2.545e+03,7.443e+04,8.159e+04
33.5,5.810e+03,3.164e+03,9.210e+04,1.011e+05
34.9,7.519e+03,4.630e+03,1.153e+05,1.275e+05
36.3,1.054e+04,7.789e+03,1.466e+05,1.649e+05
37.7,1.215e+04,9.390e+03,1.633e+05,1.849e+05
39.1,1.218e+04,7.955e+03,1.703e+05,1.905e+05
40.5,1.512e+04,1.084e+04,2.049e+05,2.309e+05
41.9,2.149e+04,2.059e+04,2.733e+05,3.154e+05
43.3,3.137e+04,2.985e+04,3.768e+05,4.380e+05
44.7,5.018e+04,2.609e+04,5.620e+05,6.383e+05
46.1,9.499e+04,2.238e+04,9.511e+05,1.068e+06
47.5,2.004e+05,3.779e+04,1.688e+06,1.926e+06
48.9,3.248e+05,3.663e+04,2.286e+06,2.647e+06
50.3,3.292e+05,2.142e+04,1.982e+06,2.333e+06
51.7,2.572e+05,1.155e+04,1.330e+06,1.599e+06
53.1,2.201e+05,5.949e+03,1.014e+06,1.240e+06
54.5,2.541e+05,1.004e+04,1.088e+06,1.353e+06
55.9,3.177e+05,1.867e+04,1.258e+06,1.595e+06
57.3,3.370e+05,2.105e+04,1.195e+06,1.553e+06
58.7,3.214e+05,1.907e+04,1.016e+06,1.356e+06
60.1,2.816e+05,1.623e+04,8.069e+05,1.105e+06
61.5,2.333e+05,1.269e+04,6.143e+05,8.603e+05
62.9,2.039e+05,9.037e+03,5.213e+05,7.342e+05
64.3,1.776e+05,5.789e+03,4.635e+05,6.469e+05
65.7,1.572e+05,4.040e+03,4.057e+05,5.669e+05
67.1,1.420e+05,4.043e+03,3.458e+05,4.918e+05
68.5,1.290e+05,4.907e+03,2.848e+05,4.187e+05
69.9,1.223e+05,6.137e+03,2.334e+05,3.618e+05
71.3,1.243e+05,8.587e+03,2.021e+05,3.349e+05
72.7,1.269e+05,1.347e+04,1.749e+05,3.152e+05
74.1,1.287e+05,2.069e+04,1.483e+05,2.977e+05
75.5,1.244e+05,2.772e+04,1.162e+05,2.684e+05
76.9,1.231e+05,3.146e+04,8.733e+04,2.418e+05
78.3,1.302e+05,3.270e+04,7.374e+04,2.366e+05
79.7,1.332e+05,3.803e+04,6.219e+04,2.334e+05
81.1,1.280e+05,4.356e+04,4.452e+04,2.161e+05
82.5,1.301e+05,4.691e+04,2.728e+04,2.043e+05
83.9,1.695e+05,5.033e+04,2.048e+04,2.403e+05
85.3,2.607e+05,5.744e+04,2.364e+04,3.418e+05
86.7,3.501e+05,6.462e+04,1.932e+04,4.341e+05
88.1,4.358e+05,7.196e+04,1.124e+04,5.190e+05
89.4,5.236e+05,7.614e+04,5.334e+03,6.051e+05
90.8,5.572e+05,6.973e+04,2.497e+03,6.294e+05
92.2,5.785e+05,6.108e+04,2.543e+03,6.422e+05
93.6,6.390e+05,5.503e+04,4.664e+03,6.987e+05
95.0,6.394e+05,4.572e+04,8.207e+03,6.933e+05
96.4,4.633e+05,3.237e+04,9.456e+03,5.051e+05
97.8,2.659e+05,2.225e+04,9.880e+03,2.980e+05
99.2,1.729e+05,1.723e+04,1.127e+04,2.014e+05
100.6,1.233e+05,1.402e+04,1.008e+04,1.474e+05
102.0,8.651e+04,1.105e+04,7.369e+03,1.049e+05
103.4,6.313e+04,8.900e+03,5.279e+03,7.731e+04
104.8,5.024e+04,7.483e+03,4.180e+03,6.191e+04
106.2,4.422e+04,6.346e+03,3.737e+03,5.430e+04
107.6,4.063e+04,5.346e+03,3.560e+03,4.954e+04
109.0,3.773e+04,4.537e+03,3.528e+03,4.580e+04
110.4,3.594e+04,3.991e+03,3.675e+03,4.361e+04
111.8,3.623e+04,3.633e+03,3.779e+03,4.365e+04
