freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.290e+01,6.540e+02,1.881e+01,7.157e+02
1.4,3.833e+01,3.867e+02,6.863e+01,4.936e+02
2.9,1.849e+01,2.680e+01,5.166e+01,9.695e+01
4.3,2.018e+01,1.802e+02,4.396e+01,2.444e+02
5.7,1.925e+01,9.936e+02,4.226e+01,1.055e+03
7.1,1.913e+01,1.870e+03,3.666e+01,1.926e+03
8.6,1.899e+01,2.831e+03,3.949e+01,2.889e+03
10.0,1.729e+01,3.667e+03,8.107e+01,3.765e+03
11.4,1.985e+01,4.777e+03,1.035e+02,4.900e+03
12.8,2.156e+01,7.077e+03,6.722e+01,7.165e+03
14.3,2.082e+01,1.009e+04,5.605e+01,1.017e+04
15.7,2.248e+01,1.083e+04,9.956e+01,1.095e+04
17.1,2.423e+01,1.127e+04,1.242e+02,1.142e+04
18.5,2.386e+01,1.434e+04,1.206e+02,1.449e+04
20.0,2.148e+01,1.940e+04,1.463e+02,1.957e+04
21.4,3.054e+01,2.639e+04,1.760e+02,2.660e+04
22.8,6.548e+01,3.283e+04,1.475e+02,3.304e+04
24.3,1.157e+02,3.985e+04,1.715e+02,4.014e+04
25.7,1.689e+02,5.217e+04,2.708e+02,5.261e+04
27.1,1.712e+02,6.995e+04,3.428e+02,7.046e+04
28.5,9.641e+01,9.191e+04,3.516e+02,9.236e+04
30.0,8.558e+01,1.256e+05,4.429e+02,1.261e+05
31.4,2.070e+02,1.836e+05,6.765e+02,1.845e+05
32.8,4.359e+02,2.843e+05,9.149e+02,2.856e+05
34.2,8.734e+02,5.036e+05,1.201e+03,5.057e+05
35.7,1.654e+03,1.311e+06,3.637e+03,1.316e+06
37.1,2.061e+03,2.536e+06,1.050e+04,2.549e+06
38.5,2.020e+03,2.635e+06,1.268e+04,2.650e+06
39.9,2.488e+03,2.082e+06,9.825e+03,2.094e+06
41.4,3.043e+03,1.555e+06,7.081e+03,1.565e+06
42.8,3.056e+03,1.146e+06,4.868e+03,1.154e+06
44.2,2.864e+03,8.805e+05,4.017e+03,8.874e+05
45.7,2.870e+03,6.893e+05,3.486e+03,6.957e+05
47.1,3.620e+03,5.605e+05,3.321e+03,5.675e+05
48.5,5.006e+03,4.812e+05,3.262e+03,4.895e+05
49.9,7.022e+03,4.330e+05,3.263e+03,4.432e+05
51.4,9.749e+03,4.025e+05,3.542e+03,4.158e+05
52.8,1.422e+04,3.836e+05,4.001e+03,4.018e+05
54.2,2.292e+04,3.757e+05,5.576e+03,4.042e+05
55.6,3.738e+04,3.611e+05,7.120e+03,4.055e+05
57.1,6.983e+04,3.616e+05,7.422e+03,4.389e+05
58.5,1.605e+05,4.017e+05,6.839e+03,5.690e+05
59.9,2.781e+05,3.505e+05,8.642e+03,6.373e+05
61.3,2.531e+05,1.786e+05,9.092e+03,4.408e+05
62.8,1.655e+05,8.668e+04,6.382e+03,2.585e+05
64.2,1.174e+05,6.673e+04,4.956e+03,1.891e+05
65.6,9.365e+04,5.765e+04,4.905e+03,1.562e+05
67.0,7.944e+04,4.298e+04,4.357e+03,1.268e+05
68.5,7.207e+04,2.628e+04,4.600e+03,1.030e+05
69.9,6.971e+04,1.528e+04,6.274e+03,9.126e+04
71.3,6.303e+04,1.188e+04,7.480e+03,8.239e+04
72.8,5.244e+04,1.516e+04,7.575e+03,7.518e+04
74.2,4.970e+04,2.040e+04,1.011e+04,8.021e+04
75.6,5.367e+04,2.491e+04,1.269e+04,9.127e+04
77.0,5.625e+04,2.727e+04,1.410e+04,9.763e+04
78.5,5.415e+04,2.817e+04,1.455e+04,9.687e+04
79.9,4.704e+04,2.972e+04,1.413e+04,9.089e+04
81.3,3.584e+04,3.181e+04,1.301e+04,8.067e+04
82.7,2.986e+04,3.528e+04,1.277e+04,7.791e+04
84.2,2.333e+04,3.858e+04,1.264e+04,7.455e+04
85.6,1.482e+04,4.154e+04,1.146e+04,6.781e+04
87.0,1.120e+04,4.377e+04,1.048e+04,6.545e+04
88.4,1.953e+04,4.688e+04,1.140e+04,7.781e+04
89.9,2.212e+04,5.788e+04,9.848e+03,8.985e+04
91.3,2.100e+04,6.212e+04,7.889e+03,9.101e+04
92.7,2.383e+04,6.333e+04,7.259e+03,9.441e+04
94.2,2.923e+04,7.497e+04,7.534e+03,1.117e+05
95.6,3.467e+04,7.714e+04,7.961e+03,1.198e+05
97.0,3.925e+04,8.242e+04,8.408e+03,1.301e+05
98.4,5.202e+04,9.963e+04,1.100e+04,1.627e+05
99.9,7.570e+04,1.210e+05,1.587e+04,2.126e+05
101.3,9.979e+04,1.300e+05,2.056e+04,2.504e+05
102.7,1.151e+05,1.218e+05,2.298e+04,2.599e+05
104.1,1.199e+05,1.075e+05,2.375e+04,2.512e+05
105.6,1.176e+05,9.261e+04,2.314e+04,2.334e+05
107.0,1.042e+05,7.365e+04,2.043e+04,1.983e+05
108.4,8.327e+04,5.271e+04,1.654e+04,1.525e+05
109.8,6.575e+04,3.691e+04,1.424e+04,1.169e+05
111.3,5.328e+04,2.731e+04,1.252e+04,9.311e+04
112.7,4.364e+04,2.088e+04,1.098e+04,7.550e+04
114.1,3.776e+04,1.684e+04,9.872e+03,6.447e+04
115.6,3.381e+04,1.382e+04,8.776e+03,5.641e+04
117.0,2.900e+04,1.048e+04,7.246e+03,4.673e+04
118.4,2.410e+04,7.363e+03,5.979e+03,3.744e+04
119.8,1.910e+04,4.606e+03,5.177e+03,2.888e+04
121.3,1.469e+04,2.559e+03,4.457e+03,2.171e+04
122.7,1.119e+04,1.173e+03,3.440e+03,1.580e+04
124.1,1.036e+04,7.241e+02,2.631e+03,1.372e+04
125.5,1.046e+04,5.955e+02,2.437e+03,1.349e+04
127.0,9.356e+03,4.305e+02,2.192e+03,1.198e+04
128.4,7.852e+03,3.197e+02,1.635e+03,9.807e+03
129.8,6.556e+03,3.697e+02,1.332e+03,8.258e+03
131.2,4.985e+03,5.492e+02,1.013e+03,6.547e+03
132.7,2.795e+03,5.531e+02,5.934e+02,3.941e+03
134.1,6.243e+02,3.306e+02,3.015e+02,1.256e+03
135.5,2.184e+02,2.510e+02,2.793e+02,7.487e+02
137.0,2.134e+02,2.586e+02,3.553e+02,8.274e+02
138.4,2.272e+02,2.919e+02,4.460e+02,9.651e+02
139.8,2.406e+02,3.433e+02,5.413e+02,1.125e+03
141.2,3.067e+02,6.456e+02,9.302e+02,1.882e+03
142.7,2.888e+02,7.589e+02,8.809e+02,1.929e+03
144.1,1.628e+02,3.939e+02,3.825e+02,9.392e+02
145.5,2.145e+02,6.114e+02,5.892e+02,1.415e+03
146.9,5.907e+02,1.097e+03,8.519e+02,2.540e+03
148.4,9.599e+02,1.428e+03,1.030e+03,3.417e+03
149.8,9.060e+02,1.520e+03,1.153e+03,3.579e+03
151.2,8.087e+02,1.658e+03,1.217e+03,3.684e+03
152.6,6.294e+02,1.626e+03,1.235e+03,3.491e+03
154.1,4.584e+02,1.410e+03,1.255e+03,3.123e+03
155.5,3.743e+02,1.243e+03,1.179e+03,2.796e+03
156.9,3.366e+02,1.106e+03,1.018e+03,2.461e+03
158.4,3.468e+02,1.034e+03,7.920e+02,2.172e+03
159.8,3.564e+02,8.863e+02,5.590e+02,1.802e+03
161.2,3.045e+02,6.515e+02,4.054e+02,1.361e+03
162.6,2.342e+02,4.644e+02,3.525e+02,1.051e+03
164.1,2.323e+02,4.629e+02,3.302e+02,1.025e+03
165.5,2.133e+02,4.515e+02,3.169e+02,9.817e+02
166.9,2.058e+02,4.316e+02,2.754e+02,9.128e+02
168.3,2.066e+02,4.154e+02,2.668e+02,8.889e+02
169.8,2.069e+02,3.601e+02,2.573e+02,8.244e+02
171.2,2.222e+02,3.143e+02,2.646e+02,8.012e+02
172.6,2.053e+02,2.667e+02,2.827e+02,7.547e+02
174.0,2.086e+02,2.791e+02,2.938e+02,7.816e+02
175.5,2.649e+02,4.248e+02,3.230e+02,1.013e+03
176.9,3.273e+02,4.960e+02,2.838e+02,1.107e+03
178.3,3.993e+02,5.306e+02,2.820e+02,1.212e+03
179.7,5.172e+02,7.040e+02,2.853e+02,1.506e+03
181.2,6.527e+02,9.739e+02,2.582e+02,1.885e+03
182.6,9.249e+02,1.215e+03,4.524e+02,2.592e+03
184.0,1.366e+03,1.365e+03,6.504e+02,3.382e+03
185.5,1.732e+03,1.368e+03,6.477e+02,3.748e+03
186.9,1.784e+03,1.240e+03,5.067e+02,3.531e+03
188.3,1.813e+03,1.117e+03,3.788e+02,3.309e+03
189.7,2.122e+03,1.102e+03,3.391e+02,3.563e+03
191.2,2.352e+03,9.285e+02,3.415e+02,3.622e+03
192.6,6.316e+03,1.421e+03,5.144e+02,8.251e+03
194.0,1.431e+04,3.128e+03,7.916e+02,1.823e+04
195.4,7.065e+03,2.314e+03,5.252e+02,9.905e+03
196.9,2.319e+03,1.339e+03,3.160e+02,3.974e+03
198.3,2.211e+03,1.260e+03,3.762e+02,3.847e+03
199.7,2.137e+03,1.099e+03,4.766e+02,3.712e+03
