freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.483e+02,6.449e+01,1.310e+01,1.026e+03
1.4,5.469e+02,5.127e+01,2.181e+01,6.199e+02
2.9,3.337e+01,2.229e+01,2.024e+01,7.590e+01
4.3,2.097e+02,2.175e+01,1.960e+01,2.511e+02
5.7,1.121e+03,2.151e+01,1.958e+01,1.162e+03
7.1,1.925e+03,2.082e+01,2.032e+01,1.966e+03
8.6,2.393e+03,1.836e+01,2.236e+01,2.434e+03
10.0,3.468e+03,2.025e+01,2.403e+01,3.513e+03
11.4,5.155e+03,2.316e+01,2.150e+01,5.200e+03
12.8,7.511e+03,2.534e+01,2.474e+01,7.561e+03
14.3,9.444e+03,2.875e+01,3.131e+01,9.504e+03
15.7,1.016e+04,3.706e+01,5.197e+01,1.024e+04
17.1,1.094e+04,4.537e+01,5.257e+01,1.104e+04
18.6,1.306e+04,5.499e+01,4.020e+01,1.316e+04
20.0,1.664e+04,7.694e+01,3.270e+01,1.675e+04
21.4,2.146e+04,1.092e+02,3.079e+01,2.160e+04
22.8,2.751e+04,1.243e+02,3.001e+01,2.766e+04
24.3,3.571e+04,1.495e+02,3.191e+01,3.589e+04
25.7,4.660e+04,2.058e+02,4.741e+01,4.686e+04
27.1,6.143e+04,3.330e+02,7.361e+01,6.184e+04
28.5,8.201e+04,5.283e+02,1.128e+02,8.265e+04
30.0,1.122e+05,9.186e+02,1.557e+02,1.133e+05
31.4,1.499e+05,1.444e+03,2.187e+02,1.515e+05
32.8,1.975e+05,2.165e+03,3.811e+02,2.000e+05
34.2,2.706e+05,3.368e+03,7.412e+02,2.748e+05
35.7,4.022e+05,5.635e+03,1.266e+03,4.091e+05
37.1,7.922e+05,1.340e+04,2.307e+03,8.079e+05
38.5,1.994e+06,3.929e+04,4.622e+03,2.038e+06
40.0,2.840e+06,6.125e+04,7.954e+03,2.909e+06
41.4,2.542e+06,6.014e+04,1.015e+04,2.613e+06
42.8,2.044e+06,5.393e+04,8.886e+03,2.107e+06
