freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.189e+02,9.469e+00,1.367e+01,9.421e+02
1.4,5.317e+02,2.793e+01,3.222e+01,5.919e+02
2.8,2.770e+01,3.089e+01,3.248e+01,9.107e+01
4.3,1.726e+02,2.977e+01,3.328e+01,2.356e+02
5.7,9.413e+02,3.034e+01,3.380e+01,1.005e+03
7.1,1.739e+03,2.940e+01,3.569e+01,1.804e+03
8.5,2.371e+03,3.255e+01,3.689e+01,2.441e+03
9.9,3.203e+03,3.412e+01,3.705e+01,3.274e+03
11.4,4.278e+03,3.506e+01,3.698e+01,4.350e+03
12.8,5.632e+03,3.381e+01,3.513e+01,5.701e+03
14.2,7.071e+03,3.561e+01,3.811e+01,7.145e+03
15.6,7.597e+03,3.250e+01,4.112e+01,7.671e+03
17.0,8.044e+03,3.373e+01,3.838e+01,8.117e+03
18.5,9.919e+03,3.244e+01,3.519e+01,9.987e+03
19.9,1.265e+04,3.395e+01,3.408e+01,1.272e+04
21.3,1.591e+04,3.172e+01,3.454e+01,1.598e+04
22.7,1.959e+04,3.696e+01,3.513e+01,1.966e+04
24.1,2.299e+04,3.942e+01,3.380e+01,2.307e+04
25.5,2.637e+04,3.776e+01,3.456e+01,2.644e+04
27.0,3.012e+04,3.659e+01,3.653e+01,3.020e+04
28.4,3.467e+04,3.337e+01,3.240e+01,3.474e+04
29.8,3.981e+04,3.580e+01,3.336e+01,3.987e+04
31.2,4.541e+04,3.589e+01,3.584e+01,4.548e+04
32.6,5.166e+04,4.231e+01,3.672e+01,5.174e+04
34.1,5.852e+04,4.954e+01,3.324e+01,5.860e+04
35.5,6.628e+04,5.241e+01,4.043e+01,6.638e+04
36.9,7.763e+04,4.769e+01,4.463e+01,7.772e+04
38.3,9.074e+04,5.250e+01,4.740e+01,9.084e+04
39.7,1.049e+05,5.355e+01,4.925e+01,1.050e+05
41.2,1.178e+05,5.887e+01,5.436e+01,1.179e+05
42.6,1.353e+05,6.782e+01,6.672e+01,1.354e+05
44.0,1.620e+05,7.677e+01,1.432e+02,1.622e+05
45.4,2.000e+05,9.604e+01,3.044e+02,2.004e+05
46.8,2.526e+05,1.849e+02,5.398e+02,2.533e+05
48.3,3.195e+05,3.712e+02,8.962e+02,3.207e+05
49.7,4.014e+05,6.547e+02,1.689e+03,4.037e+05
51.1,4.975e+05,1.129e+03,3.608e+03,5.023e+05
52.5,6.149e+05,2.078e+03,9.048e+03,6.260e+05
53.9,7.254e+05,2.801e+03,1.777e+04,7.460e+05
55.4,7.990e+05,2.424e+03,2.181e+04,8.232e+05
56.8,9.701e+05,1.894e+03,2.054e+04,9.925e+05
58.2,1.343e+06,1.914e+03,1.874e+04,1.364e+06
59.6,1.871e+06,3.022e+03,2.059e+04,1.895e+06
61.0,2.620e+06,5.030e+03,2.616e+04,2.651e+06
62.4,3.572e+06,6.286e+03,3.314e+04,3.612e+06
63.9,3.961e+06,6.146e+03,3.707e+04,4.004e+06
65.3,3.857e+06,5.644e+03,3.700e+04,3.900e+06
66.7,3.762e+06,5.168e+03,3.578e+04,3.803e+06
68.1,3.488e+06,4.877e+03,3.412e+04,3.527e+06
69.5,2.977e+06,3.996e+03,2.982e+04,3.011e+06
71.0,2.420e+06,2.893e+03,2.545e+04,2.448e+06
72.4,2.040e+06,2.279e+03,2.303e+04,2.066e+06
73.8,1.812e+06,2.365e+03,2.042e+04,1.834e+06
75.2,1.625e+06,2.423e+03,1.647e+04,1.644e+06
76.6,1.475e+06,2.403e+03,1.441e+04,1.492e+06
78.1,1.296e+06,2.985e+03,1.249e+04,1.311e+06
79.5,1.124e+06,2.371e+03,9.330e+03,1.136e+06
80.9,1.013e+06,1.201e+03,1.008e+04,1.024e+06
82.3,9.158e+05,7.536e+02,1.313e+04,9.297e+05
83.7,8.419e+05,7.378e+02,1.437e+04,8.570e+05
85.2,7.678e+05,6.633e+02,1.308e+04,7.815e+05
86.6,6.155e+05,5.218e+02,9.297e+03,6.253e+05
88.0,4.573e+05,8.408e+02,5.204e+03,4.633e+05
89.4,3.724e+05,4.037e+03,3.614e+03,3.801e+05
90.8,3.942e+05,4.079e+03,3.186e+03,4.014e+05
92.3,4.255e+05,4.200e+03,2.386e+03,4.321e+05
93.7,4.229e+05,6.772e+03,2.816e+03,4.325e+05
95.1,3.918e+05,9.212e+03,3.978e+03,4.050e+05
96.5,3.667e+05,9.527e+03,4.185e+03,3.805e+05
97.9,3.327e+05,1.086e+04,3.362e+03,3.469e+05
99.3,3.028e+05,2.337e+04,4.509e+03,3.307e+05
100.8,2.883e+05,3.309e+04,6.275e+03,3.277e+05
102.2,2.822e+05,3.053e+04,5.491e+03,3.182e+05
103.6,2.742e+05,2.213e+04,3.639e+03,3.000e+05
105.0,2.675e+05,1.445e+04,1.934e+03,2.839e+05
106.4,2.657e+05,9.627e+03,9.772e+02,2.763e+05
107.9,2.644e+05,6.444e+03,5.917e+02,2.715e+05
109.3,2.646e+05,4.787e+03,5.979e+02,2.700e+05
110.7,2.607e+05,4.311e+03,7.023e+02,2.658e+05
112.1,2.401e+05,5.314e+03,7.387e+02,2.462e+05
113.5,2.233e+05,6.993e+03,7.918e+02,2.311e+05
115.0,2.104e+05,8.988e+03,9.583e+02,2.203e+05
116.4,1.962e+05,2.348e+04,2.357e+03,2.221e+05
117.8,1.795e+05,3.463e+04,3.433e+03,2.176e+05
119.2,1.646e+05,2.578e+04,2.785e+03,1.932e+05
120.6,1.550e+05,1.119e+04,1.627e+03,1.678e+05
122.1,1.481e+05,5.379e+03,1.534e+03,1.550e+05
123.5,1.407e+05,5.098e+03,1.837e+03,1.477e+05
124.9,1.354e+05,4.906e+03,2.126e+03,1.424e+05
126.3,1.324e+05,4.546e+03,2.379e+03,1.394e+05
127.7,1.319e+05,3.894e+03,2.599e+03,1.384e+05
129.2,1.226e+05,2.996e+03,2.380e+03,1.280e+05
130.6,1.299e+05,2.069e+03,2.133e+03,1.341e+05
132.0,1.348e+05,1.366e+03,1.845e+03,1.380e+05
133.4,7.098e+04,9.236e+02,9.871e+02,7.289e+04
134.8,2.846e+04,7.250e+02,4.439e+02,2.963e+04
136.2,2.606e+04,7.100e+02,3.143e+02,2.709e+04
137.7,2.471e+04,6.575e+02,2.368e+02,2.560e+04
139.1,2.301e+04,6.005e+02,1.780e+02,2.379e+04
140.5,2.126e+04,5.022e+02,1.542e+02,2.192e+04
141.9,1.856e+04,4.384e+02,1.370e+02,1.913e+04
143.3,1.648e+04,4.562e+02,1.416e+02,1.708e+04
144.8,1.504e+04,5.243e+02,1.691e+02,1.573e+04
146.2,1.205e+04,7.743e+02,2.304e+02,1.305e+04
147.6,9.454e+03,1.220e+03,3.774e+02,1.105e+04
149.0,8.418e+03,9.539e+02,4.483e+02,9.820e+03
150.4,9.529e+03,6.047e+02,4.733e+02,1.061e+04
151.9,9.007e+03,6.676e+02,4.949e+02,1.017e+04
153.3,6.430e+03,4.353e+02,3.898e+02,7.255e+03
154.7,5.950e+03,3.425e+02,3.010e+02,6.593e+03
156.1,5.174e+03,3.140e+02,2.713e+02,5.760e+03
157.5,4.390e+03,3.216e+02,2.679e+02,4.979e+03
159.0,3.703e+03,4.159e+02,2.750e+02,4.394e+03
160.4,2.989e+03,4.976e+02,2.576e+02,3.744e+03
161.8,2.352e+03,5.536e+02,2.199e+02,3.125e+03
163.2,1.884e+03,6.045e+02,1.981e+02,2.686e+03
164.6,1.806e+03,5.950e+02,1.866e+02,2.588e+03
166.1,2.584e+03,6.215e+02,2.057e+02,3.411e+03
167.5,2.694e+03,7.350e+02,2.010e+02,3.630e+03
168.9,2.278e+03,7.300e+02,1.622e+02,3.171e+03
170.3,2.271e+03,8.278e+02,1.314e+02,3.230e+03
171.7,2.746e+03,1.086e+03,1.377e+02,3.970e+03
173.1,3.733e+03,1.449e+03,1.522e+02,5.334e+03
174.6,4.173e+03,1.729e+03,1.496e+02,6.052e+03
176.0,4.229e+03,1.770e+03,1.745e+02,6.174e+03
177.4,4.997e+03,1.699e+03,2.482e+02,6.944e+03
178.8,7.014e+03,1.550e+03,3.553e+02,8.920e+03
180.2,7.631e+03,1.363e+03,3.497e+02,9.344e+03
181.7,6.850e+03,2.086e+03,3.268e+02,9.263e+03
183.1,7.024e+03,2.492e+03,3.333e+02,9.849e+03
184.5,6.115e+03,1.972e+03,3.675e+02,8.455e+03
185.9,4.353e+03,2.060e+03,3.347e+02,6.748e+03
187.3,3.130e+03,3.146e+03,2.910e+02,6.567e+03
188.8,2.560e+03,4.361e+03,2.072e+02,7.129e+03
190.2,2.624e+03,5.316e+03,1.535e+02,8.094e+03
191.6,2.737e+03,6.074e+03,1.433e+02,8.955e+03
193.0,2.796e+03,7.313e+03,1.545e+02,1.026e+04
194.4,3.014e+03,9.344e+03,1.914e+02,1.255e+04
195.9,3.636e+03,1.149e+04,2.672e+02,1.539e+04
197.3,3.159e+03,1.229e+04,3.567e+02,1.580e+04
198.7,2.051e+03,1.261e+04,4.434e+02,1.511e+04
