freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.138e+02,2.808e+01,4.408e+01,4.859e+02
1.5,2.453e+02,3.289e+01,4.841e+01,3.266e+02
2.9,2.340e+01,2.099e+01,3.283e+01,7.721e+01
4.4,2.201e+02,2.017e+01,3.072e+01,2.710e+02
5.8,1.056e+03,2.134e+01,3.384e+01,1.111e+03
7.3,1.775e+03,2.207e+01,3.312e+01,1.831e+03
8.7,2.462e+03,2.144e+01,3.143e+01,2.514e+03
10.2,3.494e+03,2.229e+01,3.217e+01,3.548e+03
11.7,4.610e+03,2.186e+01,3.965e+01,4.672e+03
13.1,6.030e+03,2.340e+01,4.177e+01,6.095e+03
14.6,7.036e+03,2.422e+01,3.725e+01,7.097e+03
16.0,8.237e+03,2.264e+01,3.580e+01,8.296e+03
17.5,1.064e+04,2.454e+01,3.336e+01,1.069e+04
18.9,1.300e+04,3.020e+01,3.975e+01,1.307e+04
20.4,1.569e+04,3.459e+01,7.410e+01,1.580e+04
21.9,1.944e+04,3.243e+01,1.126e+02,1.958e+04
23.3,2.364e+04,4.024e+01,1.205e+02,2.380e+04
24.8,2.802e+04,5.452e+01,8.955e+01,2.816e+04
26.2,3.285e+04,5.155e+01,8.301e+01,3.298e+04
27.7,3.868e+04,5.844e+01,9.955e+01,3.884e+04
29.1,4.640e+04,6.784e+01,1.238e+02,4.659e+04
30.6,5.535e+04,6.080e+01,1.473e+02,5.556e+04
32.1,6.636e+04,4.151e+01,1.321e+02,6.653e+04
33.5,8.025e+04,4.950e+01,1.468e+02,8.044e+04
35.0,9.948e+04,9.301e+01,2.008e+02,9.977e+04
36.4,1.274e+05,1.262e+02,8.497e+02,1.284e+05
37.9,1.661e+05,2.792e+02,3.211e+03,1.696e+05
39.3,2.125e+05,6.594e+02,7.803e+03,2.209e+05
40.8,2.678e+05,1.465e+03,2.091e+04,2.901e+05
42.3,3.206e+05,2.981e+03,5.466e+04,3.782e+05
43.7,3.831e+05,3.834e+03,8.312e+04,4.700e+05
45.2,5.322e+05,3.516e+03,8.297e+04,6.187e+05
46.6,7.978e+05,2.787e+03,7.178e+04,8.724e+05
48.1,1.035e+06,2.192e+03,6.317e+04,1.100e+06
49.5,1.151e+06,2.144e+03,5.911e+04,1.212e+06
51.0,1.163e+06,2.450e+03,5.759e+04,1.223e+06
52.5,1.017e+06,3.072e+03,6.378e+04,1.083e+06
53.9,7.608e+05,3.918e+03,7.405e+04,8.388e+05
55.4,4.762e+05,3.686e+03,7.145e+04,5.514e+05
