freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.217e+01,1.014e+02,1.425e+03,1.598e+03
1.5,5.765e+01,6.933e+01,8.344e+02,9.614e+02
2.9,2.130e+01,2.048e+01,3.530e+01,7.707e+01
4.4,2.055e+01,2.101e+01,2.131e+02,2.547e+02
5.8,2.092e+01,1.901e+01,1.014e+03,1.054e+03
7.3,3.056e+01,1.956e+01,1.876e+03,1.926e+03
8.7,3.399e+01,2.093e+01,2.890e+03,2.945e+03
10.2,3.338e+01,2.153e+01,4.300e+03,4.355e+03
11.7,2.892e+01,2.388e+01,6.245e+03,6.298e+03
13.1,2.422e+01,2.617e+01,6.846e+03,6.897e+03
14.6,3.553e+01,2.952e+01,7.812e+03,7.877e+03
16.0,4.603e+01,3.780e+01,1.067e+04,1.076e+04
17.5,5.461e+01,5.931e+01,1.534e+04,1.545e+04
18.9,5.971e+01,9.666e+01,2.068e+04,2.084e+04
20.4,4.225e+01,1.357e+02,2.235e+04,2.253e+04
21.9,4.083e+01,1.090e+02,2.461e+04,2.476e+04
23.3,6.176e+01,1.172e+02,3.221e+04,3.239e+04
24.8,1.116e+02,1.470e+02,4.299e+04,4.325e+04
26.2,2.216e+02,1.976e+02,5.653e+04,5.695e+04
27.7,3.705e+02,4.299e+02,7.448e+04,7.528e+04
29.1,4.843e+02,8.721e+02,1.003e+05,1.016e+05
30.6,7.282e+02,1.438e+03,1.393e+05,1.415e+05
32.1,1.382e+03,2.365e+03,2.091e+05,2.129e+05
33.5,4.039e+03,4.818e+03,3.473e+05,3.562e+05
35.0,1.020e+04,1.087e+04,6.169e+05,6.380e+05
36.4,2.435e+04,2.849e+04,1.342e+06,1.395e+06
37.9,5.587e+04,8.863e+04,3.527e+06,3.671e+06
39.3,8.579e+04,1.607e+05,5.511e+06,5.758e+06
40.8,9.375e+04,1.686e+05,4.932e+06,5.195e+06
42.3,9.364e+04,1.465e+05,3.642e+06,3.882e+06
43.7,9.079e+04,1.200e+05,2.548e+06,2.759e+06
45.2,9.081e+04,1.007e+05,1.830e+06,2.022e+06
46.6,1.011e+05,9.412e+04,1.460e+06,1.655e+06
48.1,1.220e+05,9.370e+04,1.268e+06,1.484e+06
49.5,1.578e+05,9.245e+04,1.200e+06,1.450e+06
51.0,1.643e+05,8.582e+04,1.133e+06,1.383e+06
52.5,1.259e+05,6.146e+04,8.313e+05,1.019e+06
53.9,7.590e+04,3.324e+04,4.676e+05,5.768e+05
55.4,3.277e+04,1.496e+04,2.211e+05,2.688e+05
56.8,1.165e+04,6.488e+03,9.531e+04,1.135e+05
58.3,4.541e+03,4.331e+03,4.191e+04,5.078e+04
59.7,3.506e+03,6.705e+03,2.158e+04,3.179e+04
61.2,5.342e+03,1.434e+04,2.301e+04,4.269e+04
62.7,6.935e+03,2.783e+04,4.081e+04,7.557e+04
64.1,5.376e+03,3.276e+04,4.589e+04,8.402e+04
65.6,2.545e+03,2.247e+04,2.940e+04,5.441e+04
67.0,1.126e+03,1.066e+04,1.513e+04,2.691e+04
68.5,7.123e+02,4.586e+03,1.003e+04,1.533e+04
69.9,7.253e+02,2.492e+03,9.839e+03,1.306e+04
71.4,9.115e+02,2.481e+03,1.192e+04,1.531e+04
72.9,1.538e+03,4.254e+03,1.567e+04,2.146e+04
74.3,2.895e+03,7.152e+03,2.003e+04,3.007e+04
75.8,5.037e+03,1.031e+04,2.426e+04,3.960e+04
77.2,1.031e+04,1.351e+04,2.765e+04,5.147e+04
78.7,1.550e+04,1.625e+04,2.897e+04,6.072e+04
80.2,2.006e+04,1.910e+04,2.951e+04,6.866e+04
81.6,2.354e+04,2.323e+04,3.159e+04,7.837e+04
83.1,2.469e+04,2.905e+04,3.458e+04,8.833e+04
84.5,2.670e+04,3.799e+04,3.938e+04,1.041e+05
86.0,2.976e+04,5.073e+04,4.497e+04,1.255e+05
87.4,3.233e+04,6.896e+04,5.202e+04,1.533e+05
88.9,2.725e+04,8.984e+04,5.818e+04,1.753e+05
90.4,1.971e+04,1.068e+05,6.153e+04,1.881e+05
91.8,1.504e+04,1.220e+05,6.466e+04,2.017e+05
93.3,1.374e+04,1.440e+05,6.944e+04,2.272e+05
94.7,1.940e+04,1.749e+05,7.433e+04,2.687e+05
96.2,2.224e+04,2.231e+05,7.811e+04,3.234e+05
97.6,1.908e+04,2.858e+05,8.660e+04,3.915e+05
99.1,1.829e+04,3.068e+05,8.479e+04,4.099e+05
100.6,1.747e+04,3.163e+05,8.449e+04,4.183e+05
102.0,2.201e+04,3.462e+05,8.817e+04,4.564e+05
103.5,3.127e+04,3.941e+05,9.282e+04,5.182e+05
104.9,3.516e+04,4.681e+05,9.609e+04,5.994e+05
106.4,2.662e+04,4.664e+05,8.487e+04,5.779e+05
107.8,2.096e+04,4.199e+05,7.362e+04,5.145e+05
109.3,2.311e+04,3.685e+05,6.407e+04,4.557e+05
110.8,3.177e+04,3.305e+05,5.573e+04,4.180e+05
112.2,5.024e+04,3.113e+05,4.888e+04,4.104e+05
113.7,1.027e+05,3.019e+05,4.479e+04,4.494e+05
115.1,1.708e+05,2.942e+05,4.991e+04,5.149e+05
116.6,2.116e+05,2.806e+05,6.058e+04,5.528e+05
118.0,2.275e+05,2.696e+05,7.038e+04,5.676e+05
119.5,2.233e+05,2.656e+05,7.323e+04,5.621e+05
121.0,2.283e+05,2.581e+05,7.101e+04,5.575e+05
122.4,2.167e+05,2.393e+05,6.722e+04,5.232e+05
123.9,2.179e+05,2.191e+05,6.481e+04,5.017e+05
125.3,2.214e+05,1.939e+05,6.117e+04,4.764e+05
126.8,2.232e+05,1.681e+05,5.760e+04,4.489e+05
128.2,2.106e+05,1.540e+05,5.403e+04,4.186e+05
129.7,1.843e+05,1.436e+05,4.877e+04,3.767e+05
131.2,1.509e+05,1.292e+05,4.106e+04,3.212e+05
132.6,9.447e+04,8.167e+04,2.914e+04,2.053e+05
134.1,4.381e+04,2.985e+04,1.873e+04,9.240e+04
135.5,3.252e+04,2.324e+04,1.564e+04,7.139e+04
137.0,2.754e+04,2.341e+04,1.400e+04,6.495e+04
138.4,2.342e+04,2.455e+04,1.295e+04,6.091e+04
139.9,2.155e+04,2.534e+04,1.263e+04,5.951e+04
141.4,2.054e+04,2.555e+04,1.260e+04,5.868e+04
142.8,1.794e+04,2.526e+04,1.167e+04,5.486e+04
144.3,1.757e+04,2.852e+04,1.236e+04,5.845e+04
145.7,2.059e+04,3.318e+04,1.451e+04,6.828e+04
147.2,2.036e+04,3.123e+04,1.370e+04,6.529e+04
148.6,1.540e+04,2.550e+04,1.028e+04,5.118e+04
150.1,1.116e+04,1.871e+04,7.217e+03,3.709e+04
151.6,1.113e+04,1.740e+04,6.882e+03,3.541e+04
153.0,1.117e+04,2.372e+04,7.789e+03,4.268e+04
154.5,9.180e+03,3.185e+04,7.887e+03,4.892e+04
155.9,7.766e+03,3.360e+04,6.535e+03,4.790e+04
157.4,8.841e+03,2.890e+04,4.648e+03,4.239e+04
158.8,1.268e+04,2.821e+04,4.624e+03,4.551e+04
